CustomerID,CustomerName,Country,Segment,Region,JoinDate
10141,Dorothy Rodriguez,China,Home Office,North,2015-02-21
10142,Jacob Morales,Spain,Corporate,North,2022-02-16
10143,Stephen Price,Italy,Corporate,East,2023-03-25
10144,Alexander Wood,Canada,Home Office,Americas,2021-01-13
10145,Scott Reyes,Brazil,Home Office,Europe,2018-01-04
10146,Laura Young,Germany,Corporate,South,2017-09-25
10147,Larry Reed,Denmark,Home Office,South,2018-10-09
10148,Patricia Murphy,Japan,Consumer,South,2017-05-18
10149,Deborah King,Japan,Corporate,Europe,2022-11-12
10150,Ruth Bailey,United Kingdom,Home Office,East,2015-12-17
10151,Donald Castillo,Brazil,Corporate,Europe,2023-07-03
10152,Donald Ruiz,India,Home Office,APAC,2020-07-03
10153,Jonathan Williams,Germany,Corporate,East,2019-07-15
10154,Harold Young,United States,Home Office,Europe,2019-02-20
10155,Justin Peterson,China,Corporate,South,2023-05-14
10156,Jerry Nelson,South Korea,Home Office,South,2018-01-14
10157,Michelle Allen,Australia,Consumer,APAC,2017-02-27
10158,Kenneth Thomas,Norway,Home Office,East,2017-02-23
10159,Helen Patel,India,Corporate,APAC,2021-08-11
10160,Patrick Kim,United States,Consumer,Americas,2017-03-06
10161,Sharon Robinson,South Korea,Consumer,North,2015-02-27
10162,Jack Taylor,Canada,Consumer,West,2021-03-16
10163,Sharon Hughes,Italy,Home Office,Americas,2023-06-11
10164,Brandon Wilson,United Kingdom,Home Office,North,2020-04-06
10165,Scott Cruz,Japan,Consumer,West,2017-10-31
10166,Scott Anderson,Germany,Corporate,South,2015-10-31
10167,Henry Watson,France,Consumer,East,2021-04-24
10168,Joshua Hernandez,Australia,Consumer,Europe,2023-07-29
10169,Jacob Cox,Denmark,Home Office,East,2023-09-13
10170,Alexander Carter,Mexico,Corporate,North,2021-08-07
10171,Gary Flores,Sweden,Home Office,West,2021-11-02
10172,Richard Ross,Belgium,Home Office,East,2017-12-19
10173,Louis Hernandez,Netherlands,Consumer,East,2021-03-10
10174,Elizabeth Lee,United Kingdom,Corporate,South,2022-09-24
10175,Nathan Stewart,United States,Consumer,East,2018-03-26
10176,Andrew Hughes,Mexico,Consumer,APAC,2017-08-14
10177,Carol Watson,Sweden,Home Office,Americas,2017-03-21
10178,Gary Anderson,Norway,Consumer,APAC,2016-09-02
10179,Paul Jackson,Germany,Consumer,East,2023-11-21
10180,Michelle Kim,Sweden,Corporate,South,2016-05-24
10181,Larry Ruiz,United States,Home Office,South,2018-01-20
10182,Samuel Cooper,India,Corporate,West,2021-09-15
10183,Jennifer Parker,Japan,Home Office,North,2015-04-16
10184,Barbara Robinson,Sweden,Home Office,West,2023-07-30
10185,Bobby Wright,Sweden,Consumer,Americas,2023-06-25
10186,Daniel Stewart,China,Home Office,South,2018-02-13
10187,Lisa Howard,Brazil,Home Office,Americas,2020-07-07
10188,Barbara Stewart,South Korea,Corporate,North,2018-08-08
10189,Philip Wilson,Netherlands,Corporate,South,2022-10-12
10190,Benjamin Torres,Singapore,Home Office,West,2020-02-06
10191,Barbara Green,Canada,Corporate,West,2023-08-31
10192,Jeffrey Rogers,United Kingdom,Home Office,Americas,2021-01-31
10193,Larry Evans,France,Consumer,Europe,2019-01-21
10194,Carl Long,India,Home Office,South,2023-07-10
10195,Michael Clark,Canada,Home Office,East,2018-03-25
10196,Eric Hughes,India,Consumer,West,2022-01-24
10197,Noah Walker,Netherlands,Corporate,Europe,2015-02-26
10198,Jerry Evans,Germany,Consumer,Americas,2016-04-09
10199,Larry Thomas,Italy,Corporate,APAC,2018-04-10
10200,Gregory Price,Canada,Corporate,Americas,2020-05-30
10201,Justin Young,Mexico,Home Office,East,2019-04-21
10202,Matthew Kim,China,Home Office,East,2015-10-13
10203,Ruth Foster,Brazil,Corporate,Americas,2020-09-10
10204,Paul Smith,United States,Home Office,North,2021-08-01
10205,Douglas James,India,Consumer,South,2021-01-15
10206,Scott Hall,Japan,Home Office,Americas,2021-02-03
10207,Ronald Collins,Japan,Consumer,APAC,2017-09-05
10208,Henry Roberts,Australia,Corporate,West,2018-07-27
10209,Justin Price,Singapore,Corporate,APAC,2023-11-20
10210,Eugene Martin,India,Consumer,East,2020-08-19
10211,Peter Nelson,Spain,Corporate,West,2020-11-24
10212,Stephen Johnson,Italy,Corporate,Americas,2022-05-05
10213,Karen Martinez,India,Corporate,North,2021-12-27
10214,Harold Gomez,Germany,Corporate,Americas,2022-07-25
10215,Jack Carter,Japan,Home Office,APAC,2023-07-08
10216,Brandon Cooper,France,Home Office,West,2017-08-19
10217,Wayne Mendoza,United States,Consumer,APAC,2016-01-06
10218,Nicholas Gonzalez,Spain,Corporate,East,2022-10-13
10219,Joshua Brown,France,Corporate,Americas,2015-08-18
10220,Sharon Rivera,South Korea,Corporate,East,2017-09-27
10221,Patrick Evans,Sweden,Home Office,Americas,2017-01-07
10222,Nancy Thompson,Germany,Home Office,Americas,2019-04-16
10223,Carl Mendoza,Australia,Corporate,Europe,2016-08-09
10224,Sandra Reyes,Canada,Corporate,North,2022-06-24
10225,Mary Reyes,United States,Home Office,Europe,2016-10-09
10226,Elizabeth Cruz,South Korea,Home Office,North,2022-03-02
10227,Gary Ruiz,Canada,Corporate,Americas,2018-05-22
10228,Betty Roberts,India,Consumer,East,2019-04-12
10229,Henry Rivera,Sweden,Corporate,APAC,2018-04-24
10230,John James,Singapore,Corporate,West,2021-05-07
10231,Johnny Jimenez,France,Home Office,APAC,2020-07-27
10232,Andrew Jimenez,Australia,Home Office,Americas,2018-12-14
10233,Mark Brooks,Belgium,Home Office,North,2022-08-08
10234,Louis Mendoza,Italy,Home Office,West,2022-01-14
10235,Roy Garcia,United States,Corporate,West,2021-07-01
10236,Edward Sanders,Italy,Consumer,North,2018-08-31
10237,Jacob Thompson,Belgium,Consumer,Americas,2021-01-18
10238,Edward Ortiz,China,Corporate,Americas,2016-11-04
10239,Steven Morris,United States,Home Office,Americas,2018-10-19
10240,Joseph Reyes,Germany,Consumer,Americas,2017-07-13
10241,Bobby Castillo,Singapore,Home Office,North,2016-01-05
10242,Jason Johnson,Canada,Home Office,West,2020-02-06
10243,Dorothy Gray,Canada,Home Office,South,2022-02-28
10244,Dorothy Wilson,Australia,Corporate,West,2021-12-12
10245,Tyler Adams,Denmark,Consumer,APAC,2015-09-16
10246,Ralph Reyes,United States,Home Office,South,2016-04-22
10247,Sarah Garcia,France,Corporate,South,2016-04-20
10248,Richard Walker,Norway,Consumer,South,2020-02-02
10249,Dorothy Bennett,Norway,Corporate,Europe,2023-04-29
10250,Karen Turner,Spain,Corporate,Europe,2019-07-30
10251,Ruth Jones,South Korea,Consumer,South,2019-12-27
10252,Donald Campbell,Spain,Home Office,North,2021-02-08
10253,Roy Rivera,France,Corporate,North,2017-02-16
10254,Jessica Collins,Germany,Home Office,East,2022-03-13
10255,Ralph Kim,United Kingdom,Consumer,Americas,2018-09-28
10256,Donna Taylor,Sweden,Consumer,West,2023-08-01
10257,Jerry Clark,Sweden,Consumer,Americas,2017-08-12
10258,Kevin Jimenez,Italy,Home Office,West,2018-02-09
10259,Christopher Taylor,Norway,Corporate,Americas,2016-12-15
10260,Joseph James,United Kingdom,Consumer,West,2019-01-07
10261,Donald Ramos,Japan,Consumer,East,2017-12-22
10262,Michael Taylor,Brazil,Home Office,West,2023-05-13
10263,William Stewart,Mexico,Corporate,Europe,2021-08-28
10264,Susan Edwards,China,Consumer,Europe,2015-06-27
10265,Louis Gutierrez,United States,Corporate,APAC,2015-05-08
10266,Linda Morris,Singapore,Corporate,APAC,2016-03-18
10267,Brandon Alvarez,Mexico,Consumer,West,2018-08-12
10268,Noah Jackson,Germany,Consumer,North,2022-01-01
10269,Ralph Howard,Norway,Home Office,North,2019-04-10
10270,Nathan Ortiz,United States,Corporate,Europe,2021-10-15
10271,Nicholas Gonzalez,Spain,Home Office,APAC,2023-08-16
10272,Jerry Castillo,Belgium,Corporate,South,2017-07-24
10273,Ryan Baker,Mexico,Corporate,South,2023-03-08
10274,Richard Green,Brazil,Corporate,APAC,2017-11-10
10275,Dorothy Martin,India,Consumer,West,2015-12-16
10276,Barbara Parker,Spain,Home Office,APAC,2019-03-07
10277,Thomas Bailey,France,Home Office,Europe,2021-04-19
10278,Kevin Bennett,Spain,Corporate,North,2022-06-18
10279,Gary Castillo,France,Corporate,Europe,2018-07-03
10280,Deborah Wilson,Sweden,Home Office,East,2016-09-25
10281,Louis Morris,Australia,Consumer,North,2021-03-28
10282,Dorothy Anderson,Canada,Home Office,East,2019-10-24
10283,Tyler Foster,Denmark,Home Office,APAC,2022-03-17
10284,Tyler Brown,Denmark,Home Office,Americas,2022-10-11
10285,Paul Brown,Netherlands,Corporate,APAC,2023-07-20
10286,Michelle Baker,South Korea,Consumer,East,2016-08-09
10287,Aaron James,Singapore,Consumer,East,2023-04-24
10288,Ralph Brown,Germany,Home Office,Europe,2017-05-31
10289,Ronald Turner,Mexico,Corporate,East,2019-02-24
10290,Michelle Castillo,Japan,Home Office,Europe,2015-12-14
10291,Michael Martin,Netherlands,Home Office,West,2022-07-23
10292,David Wright,Mexico,Home Office,South,2020-06-12
10293,Noah Cruz,Brazil,Corporate,East,2023-06-20
10294,Gregory Anderson,South Korea,Corporate,West,2018-03-06
10295,Bobby Gray,Sweden,Corporate,Europe,2022-06-25
10296,Michelle Garcia,Australia,Corporate,Europe,2015-08-13
10297,James Clark,United States,Consumer,Americas,2016-07-16
10298,Steven Nguyen,Japan,Consumer,West,2020-07-30
10299,Nicholas Thompson,Italy,Corporate,Europe,2022-11-22
10300,Sandra Cook,Norway,Home Office,Americas,2018-12-21
10301,Elizabeth Gomez,France,Corporate,West,2020-02-27
10302,Elizabeth Green,Sweden,Corporate,Europe,2019-07-15
10303,Ralph Turner,United States,Consumer,South,2015-03-27
10304,Laura Perez,Denmark,Corporate,Americas,2022-09-25
10305,Edward Lopez,Brazil,Consumer,East,2019-11-20
10306,Peter Phillips,China,Consumer,South,2018-06-24
10307,Brian Lewis,Japan,Consumer,West,2020-09-21
10308,Ralph Anderson,China,Home Office,East,2023-09-15
10309,George Hall,Italy,Consumer,West,2016-08-22
10310,Steven Sanchez,Netherlands,Home Office,East,2023-07-11
10311,Eugene Martinez,Netherlands,Home Office,South,2020-03-15
10312,Aaron Ross,Sweden,Corporate,APAC,2021-05-01
10313,Roy Brooks,Denmark,Corporate,Americas,2022-01-13
10314,Kenneth Martin,Mexico,Consumer,South,2019-12-17
10315,Wayne Hill,Canada,Home Office,West,2018-12-12
10316,Samuel Martinez,United States,Corporate,South,2015-06-04
10317,Linda Mitchell,United States,Consumer,APAC,2016-01-05
10318,Arthur Kim,China,Corporate,South,2021-07-05
10319,Jerry Patel,France,Corporate,Americas,2021-05-30
10320,Eugene Harris,Japan,Home Office,South,2020-08-15
10321,Karen Davis,Mexico,Consumer,Americas,2018-11-07
10322,David Cook,Netherlands,Consumer,East,2022-12-08
10323,Eric Cruz,China,Home Office,Europe,2016-10-12
10324,Edward Mitchell,United States,Corporate,South,2023-09-08
10325,Brian Gray,Denmark,Consumer,Americas,2022-01-28
10326,Roy Nelson,Germany,Corporate,West,2021-04-04
10327,Bobby Roberts,United States,Corporate,APAC,2022-05-13
10328,Noah Martin,Japan,Consumer,Europe,2022-06-11
10329,Christopher Hall,United States,Home Office,APAC,2022-06-05
10330,Jason Taylor,Denmark,Home Office,West,2018-06-22
10331,Tyler Carter,Japan,Consumer,APAC,2022-11-18
10332,Johnny Ortiz,Germany,Home Office,APAC,2019-10-01
10333,Gregory Campbell,United Kingdom,Corporate,North,2017-01-08
10334,Helen Baker,India,Consumer,East,2016-07-17
10335,Karen Martinez,United States,Consumer,Europe,2023-08-24
10336,Dennis Patel,China,Consumer,APAC,2018-10-11
10337,Carl Taylor,Denmark,Corporate,East,2016-10-26
10338,Lisa Ruiz,Denmark,Consumer,APAC,2019-11-28
10339,Jennifer Evans,South Korea,Home Office,APAC,2017-08-30
10340,Eric Ward,United States,Home Office,Americas,2020-01-13
10341,Sandra Morgan,Australia,Corporate,Americas,2023-10-18
10342,Justin Harris,South Korea,Home Office,Europe,2019-12-10
10343,Larry Foster,United States,Corporate,Europe,2020-11-30
10344,Jacob Lee,Belgium,Home Office,East,2017-10-21
10345,Michael Chavez,India,Corporate,Europe,2016-02-25
10346,Alexander Thomas,United States,Consumer,Americas,2016-10-18
10347,Paul Edwards,China,Consumer,Americas,2019-11-27
10348,Barbara Lewis,Mexico,Corporate,West,2019-08-27
10349,Michael Gomez,China,Corporate,East,2019-05-01
10350,David Mitchell,Australia,Consumer,North,2016-02-10
10351,Eugene Nelson,Italy,Consumer,West,2018-03-21
10352,Justin Hughes,Italy,Home Office,South,2020-01-12
10353,Arthur Smith,Germany,Consumer,North,2017-06-02
10354,Karen Peterson,Denmark,Home Office,South,2016-03-31
10355,Andrew Walker,United States,Consumer,West,2017-09-03
10356,Jacob Brooks,Denmark,Corporate,West,2016-03-30
10357,Benjamin Kim,Norway,Consumer,APAC,2020-10-11
10358,Henry Walker,Italy,Corporate,South,2015-01-07
10359,Arthur Rivera,Australia,Home Office,South,2017-02-06
10360,Philip Bennett,Germany,Home Office,North,2015-10-05
10361,Patrick Cooper,China,Home Office,Europe,2015-03-25
10362,Timothy Stewart,France,Home Office,South,2019-03-10
10363,Steven Myers,United Kingdom,Corporate,Americas,2015-10-04
10364,George Walker,Spain,Home Office,APAC,2023-06-27
10365,Kevin Moore,France,Corporate,Europe,2018-10-18
10366,Roy Thompson,Mexico,Home Office,South,2022-01-31
10367,Lisa Moore,Germany,Home Office,Americas,2020-02-18
10368,Robert Nguyen,Belgium,Consumer,Americas,2017-03-28
10369,Jennifer Green,United States,Home Office,South,2021-02-02
10370,Justin Allen,France,Home Office,East,2018-03-17
10371,Deborah Jimenez,France,Home Office,North,2018-01-24
10372,Jessica Mitchell,Brazil,Corporate,APAC,2019-12-07
10373,Timothy Baker,Netherlands,Corporate,APAC,2020-07-30
10374,Dorothy Gutierrez,Canada,Consumer,APAC,2019-10-05
10375,David Parker,Denmark,Consumer,Europe,2018-04-18
10376,Laura Wilson,Germany,Corporate,APAC,2018-04-25
10377,Michelle Edwards,Denmark,Home Office,South,2016-11-13
10378,Harold Cruz,South Korea,Corporate,West,2023-02-25
10379,Deborah Ward,Brazil,Corporate,APAC,2023-11-16
10380,Linda Martinez,Singapore,Corporate,Europe,2023-12-26
10381,Bobby Lee,United Kingdom,Consumer,Americas,2021-10-24
10382,Bobby Cruz,France,Consumer,West,2017-08-24
10383,Roy Campbell,South Korea,Corporate,Europe,2015-05-13
10384,Noah Martin,Mexico,Corporate,North,2019-12-24
10385,Elizabeth Kelly,Italy,Home Office,North,2019-06-19
10386,Kenneth Wood,Canada,Consumer,West,2015-04-17
10387,Lisa Murphy,China,Corporate,Europe,2016-04-27
10388,Carol Jimenez,Canada,Home Office,South,2017-05-28
10389,Arthur Torres,India,Consumer,West,2016-07-09
10390,Elizabeth Edwards,Netherlands,Home Office,South,2015-12-26
10391,Johnny Green,South Korea,Home Office,West,2021-03-02
10392,Dennis Nguyen,United States,Consumer,APAC,2022-12-16
10393,Ralph Thompson,South Korea,Home Office,East,2016-05-12
10394,Betty Moore,Australia,Corporate,West,2019-01-18
10395,Jerry Kelly,South Korea,Corporate,Americas,2021-03-09
10396,Thomas Ward,Germany,Consumer,North,2019-06-19
10397,Scott Ortiz,Brazil,Corporate,Americas,2021-06-12
10398,Elizabeth Taylor,Japan,Home Office,West,2020-01-18
10399,Larry Mendoza,China,Corporate,East,2023-10-01
10400,Jerry Brooks,Sweden,Consumer,Americas,2016-06-12
10401,Nicholas Cook,France,Consumer,Europe,2016-09-18
10402,Joshua Perez,Netherlands,Corporate,APAC,2017-07-12
10403,George Gutierrez,United States,Consumer,North,2017-03-15
10404,Ralph Peterson,Canada,Consumer,APAC,2018-05-25
10405,Arthur Morgan,Germany,Home Office,APAC,2016-11-21
10406,Peter Howard,Italy,Consumer,APAC,2022-01-01
10407,Noah Baker,Sweden,Consumer,Americas,2015-04-27
10408,David Garcia,Sweden,Corporate,APAC,2017-05-13
10409,Henry Turner,Denmark,Home Office,West,2020-08-01
10410,Wayne Cooper,United States,Home Office,North,2020-06-01
10411,Donna Mendoza,Singapore,Corporate,South,2015-10-26
10412,Harold Davis,Netherlands,Corporate,South,2020-06-06
10413,Larry Clark,Japan,Home Office,East,2018-07-04
10414,Kenneth Sanders,South Korea,Corporate,East,2023-07-13
10415,Dorothy Rogers,Norway,Consumer,North,2017-09-17
10416,Larry Thomas,Canada,Corporate,East,2016-07-31
10417,Richard Miller,United States,Corporate,Americas,2021-11-25
10418,Jacob Young,Netherlands,Corporate,Europe,2023-02-01
10419,Kenneth Harris,Netherlands,Corporate,Europe,2020-03-27
10420,Benjamin Flores,India,Consumer,West,2019-05-30
10421,Samuel Collins,Australia,Consumer,Europe,2018-12-16
10422,Michael Miller,United States,Corporate,Europe,2022-05-03
10423,Bobby Stewart,United States,Home Office,West,2016-03-16
10424,Nicholas Moore,Canada,Home Office,North,2023-07-26
10425,Jeffrey Campbell,France,Corporate,West,2021-05-24
10426,Tyler Harris,South Korea,Home Office,North,2015-10-29
10427,Timothy Cook,Mexico,Home Office,North,2021-12-27
10428,Johnny Ward,Spain,Consumer,West,2019-06-02
10429,Dorothy Baker,Norway,Corporate,Americas,2016-08-13
10430,Betty Cox,China,Corporate,Europe,2015-06-14
10431,Jennifer Jones,Italy,Home Office,North,2020-04-24
10432,Alexander Collins,Italy,Home Office,Europe,2016-07-26
10433,Laura Ward,Japan,Consumer,South,2021-11-30
10434,Joshua Ramos,Japan,Home Office,Americas,2020-09-18
10435,Jack Morales,Sweden,Corporate,South,2015-03-10
10436,Dorothy Nelson,Spain,Corporate,Europe,2018-06-14
10437,Harold Watson,United Kingdom,Home Office,South,2017-12-23
10438,Eugene Jimenez,Sweden,Home Office,East,2023-02-02
10439,Michael Howard,India,Consumer,Europe,2022-01-20
10440,Carl Jimenez,Singapore,Consumer,Americas,2022-08-20
10441,Donna Jones,Sweden,Home Office,West,2017-02-20
10442,John Cruz,Japan,Corporate,East,2019-08-19
10443,Harold Clark,Brazil,Home Office,Americas,2021-11-09
10444,Justin Patel,France,Home Office,East,2020-10-25
10445,Anthony Bailey,Japan,Home Office,South,2020-11-22
10446,Ronald Green,Netherlands,Corporate,Europe,2018-11-03
10447,Dennis Rivera,Canada,Home Office,South,2017-02-26
10448,Donna Scott,Norway,Corporate,East,2018-05-04
10449,Andrew Price,Belgium,Home Office,APAC,2020-06-25
10450,Kenneth Morris,South Korea,Home Office,Americas,2023-02-03
10451,Ruth Torres,Spain,Home Office,APAC,2021-02-02
10452,Ronald Gomez,South Korea,Consumer,North,2015-06-22
10453,Andrew Alvarez,Germany,Corporate,South,2022-05-10
10454,Steven Myers,India,Consumer,East,2021-01-15
10455,Paul Bailey,Canada,Consumer,West,2021-11-26
10456,Peter Walker,Australia,Consumer,APAC,2020-12-15
10457,Mark Brooks,Australia,Consumer,West,2019-08-20
10458,Kevin Alvarez,India,Consumer,APAC,2023-08-24
10459,Sarah Smith,Norway,Consumer,South,2022-04-28
10460,Justin Morris,Belgium,Corporate,North,2018-03-15
10461,Roy Davis,Germany,Home Office,Europe,2017-08-09
10462,Jack Patel,France,Consumer,South,2016-12-21
